,keyword,cnt
0,화백,13
1,미술,11
2,회장,9
3,광복군,7
4,활동,6
5,교육,6
6,최덕,6
7,아버님,5
8,그림,5
9,최희,5
10,작품,5
11,일본군,4
12,기념관,4
13,참전,4
14,전쟁,4
15,용인,4
16,선친,4
17,역사,3
18,화단,3
19,중국,3
