,keyword,cnt
0,피카소,17
1,전시,6
2,예술,6
3,창작,5
4,서양미술,4
5,유화,4
6,미술관,4
7,작품,3
8,탄생,3
9,시대,3
10,전통,3
11,신화,3
12,시작,2
13,파블로,2
14,학살,2
15,걸작,2
16,게르니카,2
17,한국,2
18,한가람,2
19,예술의전당,2
