,keyword,cnt
0,비엔날레,13
1,광주,12
2,마음,6
3,우리,5
4,예술,5
5,커미션,5
6,체계,4
7,기술,4
8,공동,3
9,오늘날,3
10,영혼,3
11,확장,3
12,역사,3
13,더욱,3
14,작가,3
15,맞이,3
16,구성,3
17,지성,3
18,기획,3
19,공동체,2
