,keyword,cnt
0,지원,9
1,장례,8
2,유공,8
3,호국,8
4,마스크,7
5,수급,6
6,전달,6
7,일병,6
8,고인,6
9,유해,6
10,정원식,6
11,영웅,6
12,행사,5
13,환,5
14,하사,5
15,귀환,5
16,경북,5
17,참전용사,5
18,서비스,5
19,총서,5
