,keyword,cnt
0,독립,8
1,상주,6
2,학생,5
3,탑,5
4,기념,5
5,항일,5
6,만세,4
7,운동,3
8,지역,3
9,상주읍,2
10,전국,2
11,시장,2
12,거사,2
13,보통학교,2
14,기리,2
15,상주시,2
16,건립,2
17,암호,2
18,명의,2
19,경북,2
