,keyword,cnt
0,회장,17
1,총회,15
2,대한민국,13
3,회원,13
4,사업,10
5,전몰,8
6,단체,8
7,지부,8
8,고엽제,8
9,활동,6
10,계획,6
11,우회,6
12,유족,6
13,미망인,5
14,올해,5
15,정기,5
16,선양,5
17,충북,5
18,주요,4
19,상이,4
