,keyword,cnt
0,단체,34
1,설립,14
2,공법,11
3,유공,9
4,지원,8
5,회장,7
6,마스크,6
7,상이,6
8,관련,5
9,준비,5
10,공포,5
11,민주화,5
12,활동,5
13,운동,5
14,참전,4
15,우리,4
16,추진,4
17,위원회,4
18,부상,4
19,전달,4
