,keyword,cnt
0,취업,13
1,유공,12
2,참전,12
3,호국원,9
4,상담,8
5,지원,8
6,봄,7
7,등록,7
8,직업,7
9,수당,5
10,안장,5
11,미등록,5
12,지청,5
13,희망,4
14,상담사,4
15,예우,4
16,우리,4
17,유가족,4
18,배우자,4
19,산청,4
