,keyword,cnt
0,기념,15
1,전투,11
2,가평,11
3,참전용사,10
4,영연방,10
5,호주,9
6,유공,9
7,참전,8
8,뉴질랜드,8
9,협회,6
10,기념비,6
11,신청,6
12,영국군,6
13,건강,5
14,한국,5
15,희생,5
16,황기철,5
17,관리,5
18,지부,5
19,검진,5
