,keyword,cnt
0,혁명,14
1,민주주의,9
2,정신,8
3,기념,7
4,운행,6
5,민주,6
6,코로나,5
7,국립대전현충원,5
8,서울,5
9,우리,5
10,계획,5
11,대한민국,5
12,이용,4
13,버스,4
14,수송,4
15,참배,4
16,유족,4
17,세계,4
18,추념,4
19,묘지,4
