,keyword,cnt
0,부상,11
1,선생,8
2,전역,8
3,의사,7
4,기념,7
5,추모,6
6,의병,6
7,학생,6
8,윤봉길,5
9,시위,5
10,육군,5
11,독립운동,5
12,사단,5
13,부위,5
14,김성숙,4
15,진술,4
16,입대,4
17,광주,4
18,경례,4
19,박옥련,4
