,keyword,cnt
0,우리,24
1,새해,7
2,여러분,7
3,민족,7
4,사회,7
5,단체,6
6,미망인,6
7,조직,5
8,모두,5
9,힘,5
10,노력,5
11,회장,5
12,친일,5
13,신축년,5
14,복지,5
15,광복회,5
16,발전,5
17,작년,4
18,사업,4
19,항쟁,4
