,keyword,cnt
0,회장,10
1,사업,7
2,유공,6
3,호국,6
4,회원,5
5,총회,5
6,영웅,5
7,현충원,4
8,무공,4
9,참전,4
10,조선,4
11,열사,3
12,유족,3
13,김영수,3
14,보훈회관,3
15,참배,3
16,활동,3
17,이전,3
18,대한민국,3
19,김정규,3
