,keyword,cnt
0,어깨,23
1,관절,17
2,인공,9
3,운동,9
4,스트레칭,7
5,주택,6
6,머리,6
7,가슴,5
8,수술,5
9,치환술,5
10,뒤,5
11,유지,5
12,팔,5
13,팔로,5
14,몸,4
15,지방세,4
16,반대쪽,4
17,옥탑,4
18,왼손,4
19,근육,4
