,keyword,cnt
0,사업,10
1,유공,8
2,지원,7
3,참전,6
4,추진,6
5,단체,5
6,기념관,5
7,국립묘지,5
8,올해,4
9,독립,4
10,강화,4
11,건립,4
12,마지막,4
13,시설,4
14,활용,4
15,안장,4
16,기념,4
17,국민,3
18,예,3
19,확대,3
