,keyword,cnt
0,선생,13
1,부상,11
2,육군,10
3,의병,8
4,기우,8
5,의사,7
6,복무,7
7,병원,7
8,진술,7
9,고지,5
10,김갑태,5
11,추모식,5
12,호남,5
13,치료,5
14,서울,4
15,부위,4
16,광주,4
17,나주,4
18,입원,4
19,윤봉길,4
