,keyword,cnt
0,유족,10
1,인상,9
2,대부,9
3,한도,9
4,유공,8
5,자택,7
6,고등학교,6
7,사랑,6
8,대출,6
9,민주,6
10,명패,6
11,집,6
12,기념,5
13,의거,5
14,주택,5
15,구입,5
16,본인,5
17,각각,4
18,방문,4
19,순위,4
