,keyword,cnt
0,참배,10
1,서비스,9
2,계획,9
3,국립묘지,7
4,유공,7
5,설,6
6,참전,6
7,추진,6
8,올해,6
9,차례상,5
10,안장,5
11,지원,5
12,명절,5
13,확대,5
14,온라인,5
15,포상,4
16,조성,4
17,보훈처,4
18,업무,4
19,헌화,4
