,keyword,cnt
0,전우,7
1,질환,4
2,보청기,3
3,만성,2
4,이승,2
5,당첨,2
6,소대,2
7,주소,2
8,중대,2
9,부대,2
10,비둘기,2
11,사랑,2
12,정복,2
13,대대,2
14,호국,2
15,영웅,2
16,쌀,1
17,가로세로,1
18,상,1
19,의사,1
