,keyword,cnt
0,코로나,8
1,기부,7
2,의료,4
3,유공,4
4,사업,4
5,지원,4
6,보청기,4
7,대구,4
8,주치의,3
9,군인,3
10,부금,3
11,아내,3
12,치료,3
13,아들,3
14,건강,3
15,시작,3
16,전국,3
17,명패,3
18,영상,3
19,방법,2
