,keyword,cnt
0,멸치,9
1,그물,7
2,선원,7
3,분배,5
4,보청기,4
5,사람,4
6,안장,4
7,심의,4
8,추자도,3
9,어민,3
10,승선,3
11,요양원,3
12,원주,3
13,방법,3
14,영상,3
15,도움,3
16,생전,3
17,주소,2
18,퇴근,2
19,철,2
