,keyword,cnt
0,기념,12
1,의거,11
2,민주,10
3,유공,10
4,대한민국,6
5,모집,5
6,학생,5
7,기억,5
8,대상자,5
9,대전,5
10,창원,4
11,정세균,4
12,국무총리,4
13,신청,4
14,복권,4
15,경남,4
16,애국지사,4
17,판매,4
18,독립운동,4
19,정신,4
