,keyword,cnt
0,병원,9
1,기념,8
2,대한민국,7
3,임시정부,6
4,혁신,6
5,치과,6
6,의지,6
7,유공,6
8,정부,5
9,태극기,5
10,선열,4
11,접수,4
12,첨단,4
13,보조,4
14,진료,4
15,협력,4
16,지원,4
17,황기철,4
18,기존,4
19,예,3
